genre,korean,english
fantasy,"북쪽 마녀가 설명해 주었다.
“그녀는 햇빛에 이렇게 빨리 말라버릴만큼 매우 늙었어요. 이게 그녀의 마지막이군요. 그러니 이제 저 은빛 구두는 당신 거예요, 어서 신어 보세요.”
그녀는 팔을 뻗어 구두를 들어올린 후 흔들어서 먼지를 떨어내고는 도로시에게 건네 주었다.","""She was so old,"" explained the Witch of the North, ""that she dried up quickly in the sun. That is the end of her. But the silver shoes are yours, and you shall have them to wear."" She reached down and picked up the shoes, and after shaking the dust out of them handed them to Dorothy."
fantasy,"먼치킨 중에 한 명이 말했다.
“동쪽 마녀는 그 은빛 구두를 매우 자랑스러워 했죠. 어떤 마법이 구두에 담겨져 있어요. 하지만 우리는 그게 무엇인지 전혀 몰라요.”","""The Witch of the East was proud of those silver shoes,"" said one of the Munchkins; ""and there is some charm connected with them; but what it is we never knew."""
fantasy,도로시는 구두를 집안에 가지고 들어가 테이블 위에 두었다. 그리고는 다시 먼치킨들에게 돌아와서 말했다.,"Dorothy carried the shoes into the house and placed them on the table. Then she came out again to the Munchkins and said,"
fantasy,“나는 정말 아줌마와 아저씨에게 돌아가고 싶어요. 그분들은 분명히 날 걱정하고 계실 거예요. 돌아갈 길을 찾을 수 있게 도와주시겠어요?”,"""I am anxious to get back to my Aunt and Uncle, for I am sure they will worry about me. Can you help me find my way?"""
fantasy,"그러자 먼치킨들과 마녀는 서로 얼굴을 쳐다보더니, 다시 도로시를 보며 그들의 머리를 흔들었다.","The Munchkins and the Witch first looked at one another, and then at Dorothy, and then shook their heads."
fantasy,"그들 중 한 명이 말했다.
“동쪽으로 여기서 멀지 않은 곳에 거대한 사막이 있는데, 거기를 건너가려던 사람중에 아무도 살아남지 못했어요.”","""At the East, not far from here,"" said one, ""there is a great desert, and none could live to cross it."""
fantasy,"다른 한 명이 말했다.
“남쪽도 마찬가지예요. 제가 그 곳에 가서 본 적이 있는데, 남쪽은 쿼들링들의 나라죠.”","""It is the same at the South,"" said another, ""for I have been there and seen it. The South is the country of the Quadlings."""
fantasy,"그러자 세번째 남자가 말했다.
“장담하건대 서쪽도 똑같아요. 거기에는 윙키들이 살고 있고, 악한 서쪽 마녀가 다스리고 있어요. 당신이 그곳을 지나가려고 하면 그녀는 당신을 노예로 삼으려고 할 거예요.”","""I am told,"" said the third man, ""that it is the same at the West. And that country, where the Winkies live, is ruled by the wicked Witch of the West, who would make you her slave if you passed her way."""
fantasy,"마녀도 말했다.
“내가 북쪽에 살지만 거기에도 오즈를 둘러싸고 있는 거대한 사막이 있어요. 정말 안됐지만, 여기서 우리와 함께 살아야 할 것 같네요.”","""The North is my home,"" said the old lady, ""and at its edge is the same great desert that surrounds this land of Oz. I'm afraid, my dear, you will have to live with us."""
fantasy,"모두의 말을 듣고 나서 도로시는 이 모든 낯선 사람들 속에서 외로움을 느껴 흐느끼기 시작했다. 도로시의 눈물은 마음 착한 먼치킨들을 슬프게 만들었고, 그들은 즉시 손수건을 꺼내들고 함께 울기 시작했다. 그러자 작은 노파는 모자를 벗어서 그녀의 코 끝에서 흔들며 “하나, 둘, 셋”하고 엄숙한 목소리로 숫자를 셌다. 그 때 모자가 칠판으로 변하더니 거기에 하얀 분필로 쓰여진 커다란 글자가 나타났다.","Dorothy began to sob, at this, for she felt lonely among all these strange people. Her tears seemed to grieve the kind-hearted Munchkins, for they immediately took out their handkerchiefs and began to weep also. As for the little old woman, she took off her cap and balanced the point on the end of her nose, while she counted ""one, two, three"" in a solemn voice. At once the cap changed to a slate, on which was written in big, white chalk marks:"
fantasy,《도로시를 에메랄드 시로 보내라.》,"""LET DOROTHY GO TO THE CITY OF EMERALDS."""
fantasy,작은 노파는 코 앞에 있는 칠판을 집어들고 거기에 쓰여있는 것을 읽고는 물었다.,"The little old woman took the slate from her nose, and, having read the words on it, asked,"
fantasy,“아가씨 이름이 도로시인가요?”,"""Is that your name Dorothy, my dear?"""
fantasy,“예.” 하고 그 아이는 얼굴을 들고 눈물을 닦으며 말했다.,"""Yes,"" answered the child, looking up and drying her tears."
fantasy,“당신은 에메랄드 시로 가야해요. 아마 오즈가 당신을 도와줄 거예요.”,"""Then you must go to the City of Emeralds. Perhaps Oz will help you."""
fantasy,"도로시가 물었다.
“그 도시는 어디에 있죠?”","""Where is this City?"" asked Dorothy."
fantasy,"“그 도시는 이 나라의 정확히 가운데 있고 오즈가 다스리고 있어요. 그는, 아까 내가 말했듯이, 위대한 마법사에요.”","""It is exactly in the center of the country, and is ruled by Oz, the Great Wizard I told you of."""
fantasy,"소녀는 걱정스럽게 물었다.
“그는 좋은 사람인가요?”","""Is he a good man?"" enquired the girl, anxiously."
fantasy,“그는 착한 마법사에요. 난 그를 한번도 만난 적이 없어서 남자인지 아닌지는 말해줄 수 없어요.”,"""He is a good Wizard. Whether he is a man or not I cannot tell, for I have never seen him."""
fantasy,"도로시가 물었다.
“어떻게 갈 수 있죠?”","""How can I get there?"" asked Dorothy."
fantasy,“걸어가는 수밖에 없어요. 이 나라를 통과해 가는 것은 때로는 즐거움도 있지만 때로는 어둠과 끔찍한 일도 겪는 긴 여행이 될 거에요. 하지만 당신을 위험으로부터 지키기 위해 나는 내가 알고 있는 모든 마법을 사용할 거예요.”,"""You must walk. It is a long journey, through a country that is sometimes pleasant and sometimes dark and terrible. However, I will use all the magic arts I know of to keep you from harm."""
fantasy,“당신도 나와 함께 가실거죠?” 하고 그 조그만 노파를 그녀의 유일한 친구로 여기기 시작한 소녀는 애원했다.,"""Won't you go with me?"" pleaded the girl, who had begun to look upon the little old woman as her only friend."
fantasy,"그녀가 대답했다.
“아니요, 난 그렇게 할 수 없어요. 하지만 당신에게 키스를 해줄게요. 어느 누구도 북쪽 마녀의 키스를 받은 사람을 감히 해치려고 하지 않을 거예요.”","""No, I cannot do that,"" she replied; ""but I will give you my kiss, and no one will dare injure a person who has been kissed by the Witch of the North."""
fantasy,그녀는 도로시에게 가까이 다가와서 이마에 부드럽게 키스를 했다. 그녀의 입술이 닿은 곳에 도로시임을 금방 알아볼 수 있는 둥글고 빛나는 표시가 남았다.,"She came close to Dorothy and kissed her gently on the forehead Where her lips touched the girl they left a round, shining mark, as Dorothy found out soon after."
fantasy,"그 마녀가 말했다.
“에메랄드 시로 가는 길은 노란색으로 포장되어 있으니 길을 잃지는 않을 거예요. 오즈에게 가거든 두려워하지 말고 당신의 이야기를 들려주고 그에게 도움을 요청하세요. 잘가요, 아가씨.”","""The road to the City of Emeralds is paved with yellow brick,"" said the Witch; ""so you cannot miss it. When you get to Oz do not be afraid of him, but tell your story and ask him to help you. Good-bye, my dear."""
fantasy,"세 명의 먼치킨들은 도로시에게 즐거운 여행이 되기를 기원해주고 정중히 인사를 하고는 나무들 사이로 가버렸다. 마녀는 고개를 끄덕여 따뜻하고 친절한 인사를 하고는 왼발 뒤꿈치로 세번을 돌더니 갑자기 사라져 버렸다. 마녀가 있는 동안에는 두려워서 그저 으르렁거릴 뿐이던 토토는, 그녀가 사라진 후 너무 놀랐는지 오랫동안 크게 짖어댔다.","The three Munchkins bowed low to her and wished her a pleasant journey, after which they walked away through the trees. The Witch gave Dorothy a friendly little nod, whirled around on her left heel three times, and straight-way disappeared, much to the surprise of little Toto, who barked after her loudly enough when she had gone, because he had been afraid even to growl while she stood by."
fantasy,하지만 그녀가 마녀인 것을 알고 있던 도로시는 그렇게 갑자기 사라질 것을 예상하고 있었기 때문에 별로 놀라지 않았다.,"But Dorothy, knowing her to be a witch, had expected her to disappear in just that way, and was not surprised in the least."
fantasy,제3장 도로시는 어떻게 허수아비를 구했나,CHAPTER III.—How Dorothy Saved the Scarecrow.
fantasy,"도로시는 혼자 남겨지자 배고픔을 느끼기 시작했다. 그래서 부엌으로 가서 빵을 조금 잘라 버터를 발라서 먹고, 토토에게도 나눠 주었다. 그리고는 선반에서 들통을 꺼내 들고 조그만 개울가로 가져가 반짝이는 맑은 물을 담았다. 토토는 나무들이 있는 곳으로 달려가 새들이 앉아있는 가지를 향해 짖어댔다. 도로시는 토토를 데리러 갔다가 나뭇가지에 정말 맛있게 생긴 열매들이 달려있는 것을 보고는 몇 개를 따서 아침으로 먹으면 좋겠다고 생각했다.","DOROTHY WAS left alone she began to feel hungry. So she went to the cupboard and cut herself some bread, which she spread with butter. She gave some to Toto, and taking a pail from the shelf she carried it down to the little brook and filled it with clear, sparkling water. Toto ran over to the trees and began to bark at the birds sitting there. Dorothy went to get him, and saw such delicious fruit hanging from the branches that she gathered some of it, finding it just what she wanted to help out her breakfast."
fantasy,"집으로 돌아온 도로시는 토토와 함께 시원하고 깨끗한 물을 기분좋게 마시고 난 후, 에메랄드 시로 여행을 떠나기 위한 준비를 하였다.","Then she went back to the house, and having helped herself and Toto to a good drink of the cool, clear water, she set about making ready for the journey to the City of Emeralds."
